92_grad.png,1,1,2,2
93_grad.png,0,0,0,1
94_grad.png,2,2,1,1
95_grad.png,2,2,1,1
96_grad.png,2,2,2,0
97_grad.png,2,2,2,0
98_grad.png,2,2,2,0
99_grad.png,2,2,0,0
100_grad.png,0,0,2,2
101_grad.png,0,0,0,2
102_grad.png,2,2,2,0
103_grad.png,2,2,0,0
104_grad.png,1,1,2,2
105_grad.png,2,2,0,0
106_grad.png,2,2,2,0
107_grad.png,2,2,0,0
108_grad.png,2,2,1,1
109_grad.png,0,0,2,2
110_grad.png,1,1,2,2
111_grad.png,2,2,1,1
112_grad.png,2,2,2,0
113_grad.png,0,0,2,2
114_grad.png,1,1,2,2
115_grad.png,1,1,2,2
116_grad.png,2,2,2,1
117_grad.png,0,0,0,1
118_grad.png,0,0,2,2
119_grad.png,0,0,2,2
120_grad.png,2,2,1,1
121_grad.png,0,0,2,2
122_grad.png,0,0,2,2
123_grad.png,1,1,0,0
124_grad.png,2,2,2,0
125_grad.png,2,2,0,0
126_grad.png,1,1,0,0
127_grad.png,0,0,0,1
128_grad.png,0,0,2,2
129_grad.png,0,0,0,2
130_grad.png,0,0,2,2
131_grad.png,2,2,1,1
132_grad.png,1,1,2,2
133_grad.png,0,0,0,1
134_grad.png,0,0,2,2
135_grad.png,2,2,0,0
136_grad.png,2,2,1,1
137_grad.png,0,0,0,1
138_grad.png,2,2,0,0
139_grad.png,1,1,2,2
140_grad.png,0,0,1,1
141_grad.png,2,2,2,0
142_grad.png,2,2,1,1
143_grad.png,2,2,2,1
144_grad.png,2,2,0,0
145_grad.png,2,2,0,0
146_grad.png,2,2,0,0
147_grad.png,2,2,1,1
148_grad.png,2,2,0,0
149_grad.png,2,2,2,1
150_grad.png,2,2,1,1
151_grad.png,2,2,0,0
152_grad.png,0,0,0,1
153_grad.png,2,2,1,1
154_grad.png,0,0,0,2
155_grad.png,1,1,2,2
156_grad.png,2,2,0,0
157_grad.png,1,1,0,0
158_grad.png,0,0,2,2
159_grad.png,0,0,0,1
160_grad.png,2,2,1,1
161_grad.png,2,2,1,1
162_grad.png,1,1,0,0
163_grad.png,2,2,1,1
164_grad.png,2,2,2,0
165_grad.png,0,0,0,1
166_grad.png,0,0,2,2
167_grad.png,1,1,0,0
168_grad.png,2,2,1,1
169_grad.png,0,0,2,2
170_grad.png,1,1,2,2
171_grad.png,2,2,2,0
172_grad.png,1,1,0,0
173_grad.png,1,1,2,2
174_grad.png,2,2,2,0
175_grad.png,0,0,2,2
176_grad.png,0,0,1,1
177_grad.png,2,2,1,1
178_grad.png,0,0,2,2
179_grad.png,2,2,1,1
180_grad.png,0,0,2,2
181_grad.png,2,2,1,1
182_grad.png,2,2,2,1
183_grad.png,2,2,2,0
184_grad.png,2,2,1,1
185_grad.png,2,2,1,1
186_grad.png,2,2,2,1
187_grad.png,0,0,2,2
188_grad.png,1,1,0,0
189_grad.png,2,2,1,1
190_grad.png,2,2,2,0
191_grad.png,1,1,0,0
192_grad.png,2,2,2,0
193_grad.png,0,0,0,2
194_grad.png,0,0,2,2
195_grad.png,2,2,1,1
196_grad.png,1,1,0,0
197_grad.png,1,1,2,2
198_grad.png,2,2,2,0
199_grad.png,1,1,0,0
200_grad.png,2,2,0,0
201_grad.png,1,1,0,0
202_grad.png,0,0,1,1
203_grad.png,2,2,2,1
204_grad.png,1,1,2,2
205_grad.png,0,0,2,2
206_grad.png,0,0,2,2
207_grad.png,2,2,1,1
208_grad.png,0,0,1,1
209_grad.png,2,2,2,0
210_grad.png,2,2,0,0
211_grad.png,0,0,0,1
212_grad.png,2,2,2,0
213_grad.png,1,1,2,2
214_grad.png,2,2,0,0
215_grad.png,1,1,2,2
216_grad.png,0,0,2,2
217_grad.png,2,2,2,0
218_grad.png,0,0,0,1
219_grad.png,0,0,2,2
220_grad.png,0,0,2,2
221_grad.png,0,0,2,2
222_grad.png,2,2,0,0
223_grad.png,1,1,0,0
224_grad.png,1,1,2,2
225_grad.png,2,2,2,0
226_grad.png,0,0,0,1
227_grad.png,0,0,2,2
228_grad.png,2,2,0,0
229_grad.png,2,2,0,0
230_grad.png,2,2,0,0
231_grad.png,2,2,1,1
232_grad.png,2,2,0,0
233_grad.png,2,2,1,1
234_grad.png,2,2,2,0
235_grad.png,1,1,2,2
236_grad.png,1,1,2,2
237_grad.png,2,2,2,0
238_grad.png,2,2,1,1
239_grad.png,0,0,2,2
240_grad.png,1,1,2,2
241_grad.png,2,2,2,0
242_grad.png,2,2,1,1
243_grad.png,0,0,0,1
244_grad.png,1,1,0,0
245_grad.png,2,2,1,1
246_grad.png,0,0,1,1
247_grad.png,1,1,2,2
248_grad.png,1,1,0,0
249_grad.png,2,2,1,1
250_grad.png,2,2,2,1
251_grad.png,0,0,1,1
252_grad.png,2,2,2,1
253_grad.png,1,1,2,2
254_grad.png,1,1,2,2
255_grad.png,0,0,0,1
256_grad.png,2,2,2,0
257_grad.png,0,0,0,1
258_grad.png,2,2,2,1
259_grad.png,0,0,0,1
260_grad.png,2,2,2,0
261_grad.png,1,1,0,0
262_grad.png,0,0,0,1
263_grad.png,1,1,2,2
264_grad.png,0,0,2,2
265_grad.png,0,0,0,1
